airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Indigo,2019-04-03,Banglore,Delhi,06:05:00,08:50:00,165,0.0,No Info,4077
Air India,2019-06-15,Delhi,Cochin,05:00:00,07:40:00,1600,2.0,No Info,10231
Jet Airways,2019-05-18,Delhi,Cochin,15:00:00,04:25:00,805,1.0,In-flight meal not included,12373
Multiple Carriers,2019-05-27,Delhi,Cochin,11:40:00,01:30:00,830,1.0,No Info,6795
Indigo,2019-04-15,Delhi,Cochin,08:35:00,16:10:00,455,1.0,No Info,6442
Indigo,2019-03-18,Kolkata,Banglore,20:25:00,23:05:00,160,0.0,No Info,4462
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,09:15:00,725,1.0,No Info,14231
Spicejet,2019-05-15,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3841
Jet Airways,2019-06-01,Delhi,Cochin,10:00:00,12:35:00,1595,1.0,In-flight meal not included,10262
Air India,2019-06-09,Delhi,Cochin,18:05:00,21:10:00,185,0.0,No Info,8456
Multiple Carriers,2019-06-06,Delhi,Cochin,04:55:00,12:35:00,460,1.0,No Info,10678
Spicejet,2019-05-15,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No check-in baggage included,3841
Indigo,2019-05-27,Banglore,Delhi,10:10:00,13:00:00,170,0.0,No Info,3943
Spicejet,2019-03-03,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No Info,5515
Indigo,2019-06-03,Banglore,Delhi,08:30:00,11:20:00,170,0.0,No Info,4823
Spicejet,2019-03-18,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No check-in baggage included,3807
Air India,2019-03-06,Delhi,Cochin,14:10:00,17:10:00,180,0.0,No Info,7931
Indigo,2019-03-09,Kolkata,Banglore,14:20:00,16:55:00,155,0.0,No Info,4148
Indigo,2019-06-15,Mumbai,Hyderabad,16:55:00,18:25:00,90,0.0,No Info,3175
Jet Airways,2019-05-15,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4995
Jet Airways,2019-05-21,Delhi,Cochin,07:05:00,12:35:00,330,1.0,No Info,16289
Air India,2019-05-09,Delhi,Cochin,14:10:00,17:10:00,180,0.0,No Info,6094
Vistara,2019-03-24,Kolkata,Banglore,09:55:00,18:45:00,530,1.0,No Info,16092
Air India,2019-03-21,Mumbai,Hyderabad,06:20:00,07:40:00,80,0.0,No Info,3100
Air India,2019-04-06,Delhi,Cochin,17:40:00,23:00:00,320,1.0,No Info,5232
Multiple Carriers,2019-05-18,Delhi,Cochin,10:00:00,01:30:00,930,1.0,No Info,8073
Jet Airways,2019-03-21,Banglore,New Delhi,09:45:00,14:25:00,280,1.0,In-flight meal not included,7280
Air India,2019-05-21,Kolkata,Banglore,10:00:00,20:25:00,625,1.0,No Info,11096
Jet Airways,2019-06-12,Banglore,Delhi,06:00:00,08:45:00,165,0.0,No Info,8016
Indigo,2019-04-12,Banglore,Delhi,07:10:00,10:05:00,175,0.0,No Info,4823
Spicejet,2019-03-18,Mumbai,Hyderabad,05:45:00,07:05:00,80,0.0,No check-in baggage included,2385
Indigo,2019-06-21,Chennai,Kolkata,19:35:00,21:55:00,140,0.0,No Info,3597
Indigo,2019-03-03,Mumbai,Hyderabad,20:05:00,21:35:00,90,0.0,No Info,5232
Multiple Carriers,2019-03-09,Delhi,Cochin,06:00:00,19:45:00,825,1.0,No Info,13941
Spicejet,2019-06-15,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No Info,2017
Jet Airways,2019-05-15,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No Info,7229
Indigo,2019-04-15,Kolkata,Banglore,15:15:00,20:05:00,290,1.0,No Info,4775
Air India,2019-05-03,Chennai,Kolkata,11:40:00,13:55:00,135,0.0,No Info,4667
Air India,2019-05-18,Kolkata,Banglore,09:25:00,17:20:00,1915,2.0,No Info,13616
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,12:00:00,1025,1.0,No Info,14571
Jet Airways,2019-04-27,Banglore,Delhi,06:00:00,08:45:00,165,0.0,In-flight meal not included,4544
Indigo,2019-04-21,Banglore,Delhi,21:15:00,00:15:00,180,0.0,No Info,4423
Vistara,2019-03-06,Mumbai,Hyderabad,15:40:00,16:45:00,1505,1.0,No Info,12395
Indigo,2019-06-09,Kolkata,Banglore,06:20:00,10:20:00,240,1.0,No Info,4226
Air India,2019-06-12,Delhi,Cochin,10:55:00,07:40:00,1245,2.0,No Info,11753
Air India,2019-05-24,Kolkata,Banglore,12:00:00,21:50:00,590,2.0,No Info,9941
Air India,2019-06-06,Delhi,Cochin,07:00:00,19:15:00,735,1.0,No Info,8669
Jet Airways,2019-06-03,Banglore,Delhi,17:45:00,20:45:00,180,0.0,In-flight meal not included,6478
Jet Airways,2019-03-06,Banglore,New Delhi,21:25:00,09:30:00,725,1.0,No Info,17261
Goair,2019-03-24,Kolkata,Banglore,22:25:00,07:40:00,555,1.0,No Info,10091
Spicejet,2019-06-18,Chennai,Kolkata,09:45:00,12:00:00,135,0.0,No check-in baggage included,3543
Spicejet,2019-03-09,Banglore,New Delhi,10:20:00,18:15:00,475,1.0,No Info,7294
Spicejet,2019-06-06,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No check-in baggage included,3257
Multiple Carriers,2019-06-24,Delhi,Cochin,11:25:00,19:00:00,455,1.0,No Info,10678
Jet Airways,2019-03-18,Banglore,New Delhi,08:00:00,13:15:00,315,1.0,No Info,12284
Indigo,2019-05-27,Delhi,Cochin,15:10:00,20:00:00,290,1.0,No Info,5912
Air Asia,2019-06-01,Delhi,Cochin,20:45:00,07:10:00,625,1.0,No Info,11410
Air India,2019-03-21,Banglore,New Delhi,08:15:00,18:30:00,615,1.0,No Info,4943
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,18:15:00,1400,1.0,In-flight meal not included,7064
Multiple Carriers,2019-06-09,Delhi,Cochin,18:15:00,01:30:00,435,1.0,No Info,13587
Multiple Carriers,2019-06-09,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No Info,13587
Air India,2019-03-09,Delhi,Cochin,18:30:00,19:15:00,1485,2.0,No Info,18211
Air India,2019-05-06,Kolkata,Banglore,10:00:00,01:20:00,920,2.0,No Info,13873
Indigo,2019-03-06,Delhi,Cochin,07:30:00,15:30:00,480,1.0,No Info,14871
Goair,2019-05-09,Delhi,Cochin,07:25:00,13:35:00,370,1.0,No Info,5842
Spicejet,2019-06-06,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No Info,3597
Multiple Carriers,2019-05-27,Delhi,Cochin,18:15:00,01:30:00,435,1.0,In-flight meal not included,7308
Spicejet,2019-04-21,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No check-in baggage included,4885
Jet Airways,2019-03-03,Delhi,Cochin,05:25:00,18:50:00,2245,2.0,No Info,18799
Jet Airways,2019-05-12,Kolkata,Banglore,20:25:00,19:10:00,1365,1.0,No Info,13067
Air India,2019-05-21,Kolkata,Banglore,12:00:00,21:50:00,590,2.0,No Info,10151
Indigo,2019-06-21,Kolkata,Banglore,22:15:00,00:50:00,155,0.0,No Info,4804
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,23:35:00,395,1.0,In-flight meal not included,12384
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,19:40:00,1435,1.0,No Info,13759
Jet Airways,2019-03-12,Banglore,New Delhi,20:35:00,19:10:00,1355,1.0,In-flight meal not included,11087
Multiple Carriers,2019-06-27,Delhi,Cochin,07:30:00,19:00:00,690,1.0,No Info,11789
Multiple Carriers,2019-05-27,Delhi,Cochin,15:00:00,01:30:00,630,1.0,No Info,13377
Air India,2019-05-21,Delhi,Cochin,05:00:00,19:15:00,2295,2.0,No Info,9968
Jet Airways,2019-06-06,Delhi,Cochin,19:15:00,19:00:00,1425,1.0,No Info,14714
Indigo,2019-04-01,Kolkata,Banglore,09:20:00,14:15:00,295,1.0,No Info,10308
Jet Airways,2019-05-01,Kolkata,Banglore,09:35:00,19:10:00,575,1.0,In-flight meal not included,9314
Indigo,2019-05-01,Banglore,Delhi,07:10:00,10:05:00,175,0.0,No Info,4823
Vistara,2019-04-03,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No Info,5403
